,filename,fold,target,category,esc10,src_file,take,broadclass,b_idx
24,2-118072-A-0.wav,2,0,dog,True,118072,A,Animals,0
25,2-118072-A-0.wav,2,0,dog,True,118072,A,Natural_soundscapes_&_water_sounds,1
26,2-118964-A-0.wav,2,0,dog,True,118964,A,Animals,0
27,2-118964-A-0.wav,2,0,dog,True,118964,A,Natural_soundscapes_&_water_sounds,1
28,2-122104-A-0.wav,2,0,dog,True,122104,A,Animals,0
29,2-122104-A-0.wav,2,0,dog,True,122104,A,Natural_soundscapes_&_water_sounds,1
30,2-122104-B-0.wav,2,0,dog,True,122104,B,Animals,0
31,2-122104-B-0.wav,2,0,dog,True,122104,B,Natural_soundscapes_&_water_sounds,1
32,3-136288-A-0.wav,3,0,dog,True,136288,A,Animals,0
33,3-136288-A-0.wav,3,0,dog,True,136288,A,Natural_soundscapes_&_water_sounds,1
34,3-144028-A-0.wav,3,0,dog,True,144028,A,Animals,0
35,3-144028-A-0.wav,3,0,dog,True,144028,A,Natural_soundscapes_&_water_sounds,1
36,3-155312-A-0.wav,3,0,dog,True,155312,A,Animals,0
37,3-155312-A-0.wav,3,0,dog,True,155312,A,Natural_soundscapes_&_water_sounds,1
38,3-157695-A-0.wav,3,0,dog,True,157695,A,Animals,0
39,3-157695-A-0.wav,3,0,dog,True,157695,A,Natural_soundscapes_&_water_sounds,1
40,3-163459-A-0.wav,3,0,dog,True,163459,A,Animals,0
41,3-163459-A-0.wav,3,0,dog,True,163459,A,Natural_soundscapes_&_water_sounds,1
42,3-170015-A-0.wav,3,0,dog,True,170015,A,Animals,0
43,3-170015-A-0.wav,3,0,dog,True,170015,A,Natural_soundscapes_&_water_sounds,1
44,3-180256-A-0.wav,3,0,dog,True,180256,A,Animals,0
45,3-180256-A-0.wav,3,0,dog,True,180256,A,Natural_soundscapes_&_water_sounds,1
46,3-180977-A-0.wav,3,0,dog,True,180977,A,Animals,0
47,3-180977-A-0.wav,3,0,dog,True,180977,A,Natural_soundscapes_&_water_sounds,1
48,4-182395-A-0.wav,4,0,dog,True,182395,A,Animals,0
49,4-182395-A-0.wav,4,0,dog,True,182395,A,Natural_soundscapes_&_water_sounds,1
50,4-183992-A-0.wav,4,0,dog,True,183992,A,Animals,0
51,4-183992-A-0.wav,4,0,dog,True,183992,A,Natural_soundscapes_&_water_sounds,1
52,4-184575-A-0.wav,4,0,dog,True,184575,A,Animals,0
53,4-184575-A-0.wav,4,0,dog,True,184575,A,Natural_soundscapes_&_water_sounds,1
54,4-191687-A-0.wav,4,0,dog,True,191687,A,Animals,0
55,4-191687-A-0.wav,4,0,dog,True,191687,A,Natural_soundscapes_&_water_sounds,1
56,4-192236-A-0.wav,4,0,dog,True,192236,A,Animals,0
57,4-192236-A-0.wav,4,0,dog,True,192236,A,Natural_soundscapes_&_water_sounds,1
58,4-194754-A-0.wav,4,0,dog,True,194754,A,Animals,0
59,4-194754-A-0.wav,4,0,dog,True,194754,A,Natural_soundscapes_&_water_sounds,1
60,4-199261-A-0.wav,4,0,dog,True,199261,A,Animals,0
61,4-199261-A-0.wav,4,0,dog,True,199261,A,Natural_soundscapes_&_water_sounds,1
62,4-207124-A-0.wav,4,0,dog,True,207124,A,Animals,0
63,4-207124-A-0.wav,4,0,dog,True,207124,A,Natural_soundscapes_&_water_sounds,1
64,5-203128-A-0.wav,5,0,dog,True,203128,A,Animals,0
65,5-203128-A-0.wav,5,0,dog,True,203128,A,Natural_soundscapes_&_water_sounds,1
66,5-203128-B-0.wav,5,0,dog,True,203128,B,Animals,0
67,5-203128-B-0.wav,5,0,dog,True,203128,B,Natural_soundscapes_&_water_sounds,1
68,5-208030-A-0.wav,5,0,dog,True,208030,A,Animals,0
69,5-208030-A-0.wav,5,0,dog,True,208030,A,Natural_soundscapes_&_water_sounds,1
70,5-212454-A-0.wav,5,0,dog,True,212454,A,Animals,0
71,5-212454-A-0.wav,5,0,dog,True,212454,A,Natural_soundscapes_&_water_sounds,1
72,5-213855-A-0.wav,5,0,dog,True,213855,A,Animals,0
73,5-213855-A-0.wav,5,0,dog,True,213855,A,Natural_soundscapes_&_water_sounds,1
74,5-217158-A-0.wav,5,0,dog,True,217158,A,Animals,0
75,5-217158-A-0.wav,5,0,dog,True,217158,A,Natural_soundscapes_&_water_sounds,1
76,5-231762-A-0.wav,5,0,dog,True,231762,A,Animals,0
77,5-231762-A-0.wav,5,0,dog,True,231762,A,Natural_soundscapes_&_water_sounds,1
78,5-9032-A-0.wav,5,0,dog,True,9032,A,Animals,0
79,5-9032-A-0.wav,5,0,dog,True,9032,A,Natural_soundscapes_&_water_sounds,1
80,1-100038-A-14.wav,1,14,chirping_birds,False,100038,A,Animals,0
81,1-34495-A-14.wav,1,14,chirping_birds,False,34495,A,Animals,0
82,1-34497-A-14.wav,1,14,chirping_birds,False,34497,A,Animals,0
83,1-38559-A-14.wav,1,14,chirping_birds,False,38559,A,Animals,0
84,1-38560-A-14.wav,1,14,chirping_birds,False,38560,A,Animals,0
85,1-46040-A-14.wav,1,14,chirping_birds,False,46040,A,Animals,0
86,1-54918-A-14.wav,1,14,chirping_birds,False,54918,A,Animals,0
87,1-54918-B-14.wav,1,14,chirping_birds,False,54918,B,Animals,0
88,2-108760-A-14.wav,2,14,chirping_birds,False,108760,A,Animals,0
89,2-108760-B-14.wav,2,14,chirping_birds,False,108760,B,Animals,0
90,2-108761-A-14.wav,2,14,chirping_birds,False,108761,A,Animals,0
91,2-122616-A-14.wav,2,14,chirping_birds,False,122616,A,Animals,0
92,2-72547-A-14.wav,2,14,chirping_birds,False,72547,A,Animals,0
93,2-72547-B-14.wav,2,14,chirping_birds,False,72547,B,Animals,0
94,2-72547-C-14.wav,2,14,chirping_birds,False,72547,C,Animals,0
95,2-72547-D-14.wav,2,14,chirping_birds,False,72547,D,Animals,0
96,3-155577-A-14.wav,3,14,chirping_birds,False,155577,A,Animals,0
97,3-155578-A-14.wav,3,14,chirping_birds,False,155578,A,Animals,0
98,3-155579-A-14.wav,3,14,chirping_birds,False,155579,A,Animals,0
99,3-155583-A-14.wav,3,14,chirping_birds,False,155583,A,Animals,0
100,3-155584-A-14.wav,3,14,chirping_birds,False,155584,A,Animals,0
101,3-156581-A-14.wav,3,14,chirping_birds,False,156581,A,Animals,0
102,3-156581-B-14.wav,3,14,chirping_birds,False,156581,B,Animals,0
103,3-181132-A-14.wav,3,14,chirping_birds,False,181132,A,Animals,0
104,4-159609-A-14.wav,4,14,chirping_birds,False,159609,A,Animals,0
105,4-159609-B-14.wav,4,14,chirping_birds,False,159609,B,Animals,0
106,4-182795-A-14.wav,4,14,chirping_birds,False,182795,A,Animals,0
107,4-187769-A-14.wav,4,14,chirping_birds,False,187769,A,Animals,0
108,4-187769-B-14.wav,4,14,chirping_birds,False,187769,B,Animals,0
109,4-216211-A-14.wav,4,14,chirping_birds,False,216211,A,Animals,0
110,4-223125-A-14.wav,4,14,chirping_birds,False,223125,A,Animals,0
111,4-223127-A-14.wav,4,14,chirping_birds,False,223127,A,Animals,0
112,5-242490-A-14.wav,5,14,chirping_birds,False,242490,A,Animals,0
113,5-242491-A-14.wav,5,14,chirping_birds,False,242491,A,Animals,0
114,5-243448-A-14.wav,5,14,chirping_birds,False,243448,A,Animals,0
115,5-243449-A-14.wav,5,14,chirping_birds,False,243449,A,Animals,0
116,5-243450-A-14.wav,5,14,chirping_birds,False,243450,A,Animals,0
117,5-243459-A-14.wav,5,14,chirping_birds,False,243459,A,Animals,0
118,5-243459-B-14.wav,5,14,chirping_birds,False,243459,B,Animals,0
119,5-257839-A-14.wav,5,14,chirping_birds,False,257839,A,Animals,0
120,1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A,Animals,0
121,1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A,Animals,0
122,1-100210-B-36.wav,1,36,vacuum_cleaner,False,100210,B,Animals,0
123,1-100210-B-36.wav,1,36,vacuum_cleaner,False,100210,B,Animals,0
124,1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A,Animals,0
125,1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A,Animals,0
126,1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A,Animals,0
127,1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A,Animals,0
128,1-19872-B-36.wav,1,36,vacuum_cleaner,False,19872,B,Animals,0
129,1-19872-B-36.wav,1,36,vacuum_cleaner,False,19872,B,Animals,0
130,1-46744-A-36.wav,1,36,vacuum_cleaner,False,46744,A,Animals,0
131,1-46744-A-36.wav,1,36,vacuum_cleaner,False,46744,A,Animals,0
132,1-60460-A-36.wav,1,36,vacuum_cleaner,False,60460,A,Animals,0
133,1-60460-A-36.wav,1,36,vacuum_cleaner,False,60460,A,Animals,0
134,1-79236-A-36.wav,1,36,vacuum_cleaner,False,79236,A,Animals,0
135,1-79236-A-36.wav,1,36,vacuum_cleaner,False,79236,A,Animals,0
136,2-106072-A-36.wav,2,36,vacuum_cleaner,False,106072,A,Animals,0
137,2-106072-A-36.wav,2,36,vacuum_cleaner,False,106072,A,Animals,0
138,2-106073-A-36.wav,2,36,vacuum_cleaner,False,106073,A,Animals,0
139,2-106073-A-36.wav,2,36,vacuum_cleaner,False,106073,A,Animals,0
140,2-122820-A-36.wav,2,36,vacuum_cleaner,False,122820,A,Animals,0
141,2-122820-A-36.wav,2,36,vacuum_cleaner,False,122820,A,Animals,0
142,2-122820-B-36.wav,2,36,vacuum_cleaner,False,122820,B,Animals,0
143,2-122820-B-36.wav,2,36,vacuum_cleaner,False,122820,B,Animals,0
144,2-141681-A-36.wav,2,36,vacuum_cleaner,False,141681,A,Animals,0
145,2-141681-A-36.wav,2,36,vacuum_cleaner,False,141681,A,Animals,0
146,2-141681-B-36.wav,2,36,vacuum_cleaner,False,141681,B,Animals,0
147,2-141681-B-36.wav,2,36,vacuum_cleaner,False,141681,B,Animals,0
148,2-141682-A-36.wav,2,36,vacuum_cleaner,False,141682,A,Animals,0
149,2-141682-A-36.wav,2,36,vacuum_cleaner,False,141682,A,Animals,0
150,2-141682-B-36.wav,2,36,vacuum_cleaner,False,141682,B,Animals,0
151,2-141682-B-36.wav,2,36,vacuum_cleaner,False,141682,B,Animals,0
152,3-152020-A-36.wav,3,36,vacuum_cleaner,False,152020,A,Animals,0
153,3-152020-A-36.wav,3,36,vacuum_cleaner,False,152020,A,Animals,0
154,3-152020-B-36.wav,3,36,vacuum_cleaner,False,152020,B,Animals,0
155,3-152020-B-36.wav,3,36,vacuum_cleaner,False,152020,B,Animals,0
156,3-152020-C-36.wav,3,36,vacuum_cleaner,False,152020,C,Animals,0
157,3-152020-C-36.wav,3,36,vacuum_cleaner,False,152020,C,Animals,0
158,3-159346-A-36.wav,3,36,vacuum_cleaner,False,159346,A,Animals,0
159,3-159346-A-36.wav,3,36,vacuum_cleaner,False,159346,A,Animals,0
160,3-159346-B-36.wav,3,36,vacuum_cleaner,False,159346,B,Animals,0
161,3-159346-B-36.wav,3,36,vacuum_cleaner,False,159346,B,Animals,0
162,3-159347-A-36.wav,3,36,vacuum_cleaner,False,159347,A,Animals,0
163,3-159347-A-36.wav,3,36,vacuum_cleaner,False,159347,A,Animals,0
164,3-159347-B-36.wav,3,36,vacuum_cleaner,False,159347,B,Animals,0
165,3-159347-B-36.wav,3,36,vacuum_cleaner,False,159347,B,Animals,0
166,3-159348-A-36.wav,3,36,vacuum_cleaner,False,159348,A,Animals,0
167,3-159348-A-36.wav,3,36,vacuum_cleaner,False,159348,A,Animals,0
168,4-146200-A-36.wav,4,36,vacuum_cleaner,False,146200,A,Animals,0
169,4-146200-A-36.wav,4,36,vacuum_cleaner,False,146200,A,Animals,0
170,4-172732-A-36.wav,4,36,vacuum_cleaner,False,172732,A,Animals,0
171,4-172732-A-36.wav,4,36,vacuum_cleaner,False,172732,A,Animals,0
172,4-172733-A-36.wav,4,36,vacuum_cleaner,False,172733,A,Animals,0
173,4-172733-A-36.wav,4,36,vacuum_cleaner,False,172733,A,Animals,0
174,4-172734-A-36.wav,4,36,vacuum_cleaner,False,172734,A,Animals,0
175,4-172734-A-36.wav,4,36,vacuum_cleaner,False,172734,A,Animals,0
176,4-172736-A-36.wav,4,36,vacuum_cleaner,False,172736,A,Animals,0
177,4-172736-A-36.wav,4,36,vacuum_cleaner,False,172736,A,Animals,0
178,4-172736-B-36.wav,4,36,vacuum_cleaner,False,172736,B,Animals,0
179,4-172736-B-36.wav,4,36,vacuum_cleaner,False,172736,B,Animals,0
180,4-181999-A-36.wav,4,36,vacuum_cleaner,False,181999,A,Animals,0
181,4-181999-A-36.wav,4,36,vacuum_cleaner,False,181999,A,Animals,0
182,4-194680-A-36.wav,4,36,vacuum_cleaner,False,194680,A,Animals,0
183,4-194680-A-36.wav,4,36,vacuum_cleaner,False,194680,A,Animals,0
184,5-182007-A-36.wav,5,36,vacuum_cleaner,False,182007,A,Animals,0
185,5-182007-A-36.wav,5,36,vacuum_cleaner,False,182007,A,Animals,0
186,5-182010-A-36.wav,5,36,vacuum_cleaner,False,182010,A,Animals,0
187,5-182010-A-36.wav,5,36,vacuum_cleaner,False,182010,A,Animals,0
188,5-182012-A-36.wav,5,36,vacuum_cleaner,False,182012,A,Animals,0
189,5-182012-A-36.wav,5,36,vacuum_cleaner,False,182012,A,Animals,0
190,5-188365-A-36.wav,5,36,vacuum_cleaner,False,188365,A,Animals,0
191,5-188365-A-36.wav,5,36,vacuum_cleaner,False,188365,A,Animals,0
192,5-212054-A-36.wav,5,36,vacuum_cleaner,False,212054,A,Animals,0
193,5-212054-A-36.wav,5,36,vacuum_cleaner,False,212054,A,Animals,0
194,5-212059-A-36.wav,5,36,vacuum_cleaner,False,212059,A,Animals,0
195,5-212059-A-36.wav,5,36,vacuum_cleaner,False,212059,A,Animals,0
196,5-231551-A-36.wav,5,36,vacuum_cleaner,False,231551,A,Animals,0
197,5-231551-A-36.wav,5,36,vacuum_cleaner,False,231551,A,Animals,0
198,5-263902-A-36.wav,5,36,vacuum_cleaner,False,263902,A,Animals,0
199,5-263902-A-36.wav,5,36,vacuum_cleaner,False,263902,A,Animals,0
200,1-101296-A-19.wav,1,19,thunderstorm,False,101296,A,Animals,0
201,1-101296-A-19.wav,1,19,thunderstorm,False,101296,A,Animals,0
202,1-101296-A-19.wav,1,19,thunderstorm,False,101296,A,Natural_soundscapes_&_water_sounds,1
203,1-101296-B-19.wav,1,19,thunderstorm,False,101296,B,Animals,0
204,1-101296-B-19.wav,1,19,thunderstorm,False,101296,B,Animals,0
205,1-101296-B-19.wav,1,19,thunderstorm,False,101296,B,Natural_soundscapes_&_water_sounds,1
206,1-115521-A-19.wav,1,19,thunderstorm,False,115521,A,Animals,0
207,1-115521-A-19.wav,1,19,thunderstorm,False,115521,A,Animals,0
208,1-115521-A-19.wav,1,19,thunderstorm,False,115521,A,Natural_soundscapes_&_water_sounds,1
209,1-23222-A-19.wav,1,19,thunderstorm,False,23222,A,Animals,0
210,1-23222-A-19.wav,1,19,thunderstorm,False,23222,A,Animals,0
211,1-23222-A-19.wav,1,19,thunderstorm,False,23222,A,Natural_soundscapes_&_water_sounds,1
212,1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,Animals,0
213,1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,Animals,0
214,1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,Natural_soundscapes_&_water_sounds,1
215,1-24524-A-19.wav,1,19,thunderstorm,False,24524,A,Animals,0
216,1-24524-A-19.wav,1,19,thunderstorm,False,24524,A,Animals,0
217,1-24524-A-19.wav,1,19,thunderstorm,False,24524,A,Natural_soundscapes_&_water_sounds,1
218,1-24524-B-19.wav,1,19,thunderstorm,False,24524,B,Animals,0
219,1-24524-B-19.wav,1,19,thunderstorm,False,24524,B,Animals,0
220,1-24524-B-19.wav,1,19,thunderstorm,False,24524,B,Natural_soundscapes_&_water_sounds,1
221,1-24524-C-19.wav,1,19,thunderstorm,False,24524,C,Animals,0
222,1-24524-C-19.wav,1,19,thunderstorm,False,24524,C,Animals,0
223,1-24524-C-19.wav,1,19,thunderstorm,False,24524,C,Natural_soundscapes_&_water_sounds,1
224,2-104105-A-19.wav,2,19,thunderstorm,False,104105,A,Animals,0
225,2-104105-A-19.wav,2,19,thunderstorm,False,104105,A,Animals,0
226,2-104105-A-19.wav,2,19,thunderstorm,False,104105,A,Natural_soundscapes_&_water_sounds,1
227,2-104105-B-19.wav,2,19,thunderstorm,False,104105,B,Animals,0
228,2-104105-B-19.wav,2,19,thunderstorm,False,104105,B,Animals,0
229,2-104105-B-19.wav,2,19,thunderstorm,False,104105,B,Natural_soundscapes_&_water_sounds,1
230,2-39441-A-19.wav,2,19,thunderstorm,False,39441,A,Animals,0
231,2-39441-A-19.wav,2,19,thunderstorm,False,39441,A,Animals,0
232,2-39441-A-19.wav,2,19,thunderstorm,False,39441,A,Natural_soundscapes_&_water_sounds,1
233,2-39443-A-19.wav,2,19,thunderstorm,False,39443,A,Animals,0
234,2-39443-A-19.wav,2,19,thunderstorm,False,39443,A,Animals,0
235,2-39443-A-19.wav,2,19,thunderstorm,False,39443,A,Natural_soundscapes_&_water_sounds,1
236,2-39443-B-19.wav,2,19,thunderstorm,False,39443,B,Animals,0
237,2-39443-B-19.wav,2,19,thunderstorm,False,39443,B,Animals,0
238,2-39443-B-19.wav,2,19,thunderstorm,False,39443,B,Natural_soundscapes_&_water_sounds,1
239,2-39945-A-19.wav,2,19,thunderstorm,False,39945,A,Animals,0
240,2-39945-A-19.wav,2,19,thunderstorm,False,39945,A,Animals,0
241,2-39945-A-19.wav,2,19,thunderstorm,False,39945,A,Natural_soundscapes_&_water_sounds,1
242,2-39945-B-19.wav,2,19,thunderstorm,False,39945,B,Animals,0
243,2-39945-B-19.wav,2,19,thunderstorm,False,39945,B,Animals,0
244,2-39945-B-19.wav,2,19,thunderstorm,False,39945,B,Natural_soundscapes_&_water_sounds,1
245,2-39945-C-19.wav,2,19,thunderstorm,False,39945,C,Animals,0
246,2-39945-C-19.wav,2,19,thunderstorm,False,39945,C,Animals,0
247,2-39945-C-19.wav,2,19,thunderstorm,False,39945,C,Natural_soundscapes_&_water_sounds,1
248,3-103050-A-19.wav,3,19,thunderstorm,False,103050,A,Animals,0
249,3-103050-A-19.wav,3,19,thunderstorm,False,103050,A,Animals,0
250,3-103050-A-19.wav,3,19,thunderstorm,False,103050,A,Natural_soundscapes_&_water_sounds,1
251,3-103051-A-19.wav,3,19,thunderstorm,False,103051,A,Animals,0
252,3-103051-A-19.wav,3,19,thunderstorm,False,103051,A,Animals,0
253,3-103051-A-19.wav,3,19,thunderstorm,False,103051,A,Natural_soundscapes_&_water_sounds,1
254,3-103051-B-19.wav,3,19,thunderstorm,False,103051,B,Animals,0
255,3-103051-B-19.wav,3,19,thunderstorm,False,103051,B,Animals,0
256,3-103051-B-19.wav,3,19,thunderstorm,False,103051,B,Natural_soundscapes_&_water_sounds,1
257,3-103051-C-19.wav,3,19,thunderstorm,False,103051,C,Animals,0
258,3-103051-C-19.wav,3,19,thunderstorm,False,103051,C,Animals,0
259,3-103051-C-19.wav,3,19,thunderstorm,False,103051,C,Natural_soundscapes_&_water_sounds,1
260,3-123224-A-19.wav,3,19,thunderstorm,False,123224,A,Animals,0
261,3-123224-A-19.wav,3,19,thunderstorm,False,123224,A,Animals,0
262,3-123224-A-19.wav,3,19,thunderstorm,False,123224,A,Natural_soundscapes_&_water_sounds,1
263,3-124600-A-19.wav,3,19,thunderstorm,False,124600,A,Animals,0
264,3-124600-A-19.wav,3,19,thunderstorm,False,124600,A,Animals,0
265,3-124600-A-19.wav,3,19,thunderstorm,False,124600,A,Natural_soundscapes_&_water_sounds,1
266,3-144891-A-19.wav,3,19,thunderstorm,False,144891,A,Animals,0
267,3-144891-A-19.wav,3,19,thunderstorm,False,144891,A,Animals,0
268,3-144891-A-19.wav,3,19,thunderstorm,False,144891,A,Natural_soundscapes_&_water_sounds,1
269,3-144891-B-19.wav,3,19,thunderstorm,False,144891,B,Animals,0
270,3-144891-B-19.wav,3,19,thunderstorm,False,144891,B,Animals,0
271,3-144891-B-19.wav,3,19,thunderstorm,False,144891,B,Natural_soundscapes_&_water_sounds,1
272,4-125070-A-19.wav,4,19,thunderstorm,False,125070,A,Animals,0
273,4-125070-A-19.wav,4,19,thunderstorm,False,125070,A,Animals,0
274,4-125070-A-19.wav,4,19,thunderstorm,False,125070,A,Natural_soundscapes_&_water_sounds,1
275,4-125071-A-19.wav,4,19,thunderstorm,False,125071,A,Animals,0
276,4-125071-A-19.wav,4,19,thunderstorm,False,125071,A,Animals,0
277,4-125071-A-19.wav,4,19,thunderstorm,False,125071,A,Natural_soundscapes_&_water_sounds,1
278,4-125072-A-19.wav,4,19,thunderstorm,False,125072,A,Animals,0
279,4-125072-A-19.wav,4,19,thunderstorm,False,125072,A,Animals,0
280,4-125072-A-19.wav,4,19,thunderstorm,False,125072,A,Natural_soundscapes_&_water_sounds,1
281,4-125072-B-19.wav,4,19,thunderstorm,False,125072,B,Animals,0
282,4-125072-B-19.wav,4,19,thunderstorm,False,125072,B,Animals,0
283,4-125072-B-19.wav,4,19,thunderstorm,False,125072,B,Natural_soundscapes_&_water_sounds,1
284,4-156993-A-19.wav,4,19,thunderstorm,False,156993,A,Animals,0
285,4-156993-A-19.wav,4,19,thunderstorm,False,156993,A,Animals,0
286,4-156993-A-19.wav,4,19,thunderstorm,False,156993,A,Natural_soundscapes_&_water_sounds,1
287,4-161519-A-19.wav,4,19,thunderstorm,False,161519,A,Animals,0
288,4-161519-A-19.wav,4,19,thunderstorm,False,161519,A,Animals,0
289,4-161519-A-19.wav,4,19,thunderstorm,False,161519,A,Natural_soundscapes_&_water_sounds,1
290,4-165813-A-19.wav,4,19,thunderstorm,False,165813,A,Animals,0
291,4-165813-A-19.wav,4,19,thunderstorm,False,165813,A,Animals,0
292,4-165813-A-19.wav,4,19,thunderstorm,False,165813,A,Natural_soundscapes_&_water_sounds,1
293,4-165813-B-19.wav,4,19,thunderstorm,False,165813,B,Animals,0
294,4-165813-B-19.wav,4,19,thunderstorm,False,165813,B,Animals,0
295,4-165813-B-19.wav,4,19,thunderstorm,False,165813,B,Natural_soundscapes_&_water_sounds,1
296,5-156999-A-19.wav,5,19,thunderstorm,False,156999,A,Animals,0
297,5-156999-A-19.wav,5,19,thunderstorm,False,156999,A,Animals,0
298,5-156999-A-19.wav,5,19,thunderstorm,False,156999,A,Natural_soundscapes_&_water_sounds,1
299,5-156999-B-19.wav,5,19,thunderstorm,False,156999,B,Animals,0
300,5-156999-B-19.wav,5,19,thunderstorm,False,156999,B,Animals,0
301,5-156999-B-19.wav,5,19,thunderstorm,False,156999,B,Natural_soundscapes_&_water_sounds,1
302,5-156999-C-19.wav,5,19,thunderstorm,False,156999,C,Animals,0
303,5-156999-C-19.wav,5,19,thunderstorm,False,156999,C,Animals,0
304,5-156999-C-19.wav,5,19,thunderstorm,False,156999,C,Natural_soundscapes_&_water_sounds,1
305,5-156999-D-19.wav,5,19,thunderstorm,False,156999,D,Animals,0
306,5-156999-D-19.wav,5,19,thunderstorm,False,156999,D,Animals,0
307,5-156999-D-19.wav,5,19,thunderstorm,False,156999,D,Natural_soundscapes_&_water_sounds,1
308,5-156999-E-19.wav,5,19,thunderstorm,False,156999,E,Animals,0
309,5-156999-E-19.wav,5,19,thunderstorm,False,156999,E,Animals,0
310,5-156999-E-19.wav,5,19,thunderstorm,False,156999,E,Natural_soundscapes_&_water_sounds,1
311,5-188495-A-19.wav,5,19,thunderstorm,False,188495,A,Animals,0
312,5-188495-A-19.wav,5,19,thunderstorm,False,188495,A,Animals,0
313,5-188495-A-19.wav,5,19,thunderstorm,False,188495,A,Natural_soundscapes_&_water_sounds,1
314,5-192191-A-19.wav,5,19,thunderstorm,False,192191,A,Animals,0
315,5-192191-A-19.wav,5,19,thunderstorm,False,192191,A,Animals,0
316,5-192191-A-19.wav,5,19,thunderstorm,False,192191,A,Natural_soundscapes_&_water_sounds,1
317,5-195557-A-19.wav,5,19,thunderstorm,False,195557,A,Animals,0
318,5-195557-A-19.wav,5,19,thunderstorm,False,195557,A,Animals,0
319,5-195557-A-19.wav,5,19,thunderstorm,False,195557,A,Natural_soundscapes_&_water_sounds,1
320,1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A,Animals,0
321,1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A,Animals,0
322,1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A,Natural_soundscapes_&_water_sounds,1
323,1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A,Animals,0
324,1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A,Animals,0
325,1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A,Natural_soundscapes_&_water_sounds,1
326,1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A,Animals,0
327,1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A,Animals,0
328,1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A,Natural_soundscapes_&_water_sounds,1
329,1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A,Animals,0
330,1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A,Animals,0
331,1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A,Natural_soundscapes_&_water_sounds,1
332,1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A,Animals,0
333,1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A,Animals,0
334,1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A,Natural_soundscapes_&_water_sounds,1
335,1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A,Animals,0
336,1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A,Animals,0
